snapshot_date,type,tracked_title,status,match_title,course_id,locations,next_start,cost_bands,weiterbildungsart
2026-06-05,Weiterbildung,KI Manager,found,Datengetriebenes Marketing als KI Manager,10391166704,"Berlin; Chemnitz, Sachsen; Frankfurt am Main; Köln; Stuttgart",,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,KI-Anwendung & Agile Arbeitsmethoden,found,KI-Anwendung & Agile Arbeitsmethoden,10338435970,Bremen; Gummersbach; Hamburg; Neuss; Offenbach am Main,2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,KI-Anwendung & KI-Implementierung,missing,,,,,,
2026-06-05,Weiterbildung,KI-Strategie & KI-Implementierung,missing,,,,,,
2026-06-05,Weiterbildung,KI-Strategie & KI-Implementierung & Agile Methoden,missing,,,,,,
2026-06-05,Weiterbildung,Content Creation mit KI,found,Content Creation mit KI,10338431094,"Frankfurt am Main; Freiburg im Breisgau; Gießen, Lahn; Hannover; Neubrandenburg, Mecklenburg",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Manager,found,Social Media Manager,10340407675,Braunschweig; Hamburg; Köln; Landau in der Pfalz,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Advertising Expert:in,found,Social Media Advertising Expert:in,10338895586,"Dresden; Frankfurt am Main; Neubrandenburg, Mecklenburg",2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Advertising,found,Social Media Advertising,10338895266,"Augsburg, Bayern; Berlin; Gelsenkirchen; Landau in der Pfalz; Neuss",2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Online Marketing,found,Online Marketing,10349701750,Bonn; Dortmund; Hamburg; Mülheim an der Ruhr,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Online Marketing Grundlagen für Marketing Manager,found,Online Marketing Grundlagen für Marketing Manager:in,10338910725,"Berlin; Bonn; Bremen; Landshut, Isar; Meerbusch",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Online Marketing International,found,Online Marketing,10349701750,Bonn; Dortmund; Hamburg; Mülheim an der Ruhr,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Online Marketing Manager,found,Online Marketing Manager,10343394728,Gummersbach; Hamburg; Hannover; Koblenz am Rhein; Leipzig,2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Online Marketing Manager Weiterbildung,found,Online Marketing Manager Weiterbildung,10342368910,Düsseldorf; Hamburg; Jena; Köln,2026-06-07,UEBER_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Performance Marketing Experte,found,Performance Marketing Experte,10338428159,Düsseldorf; Erlangen; Köln; Mannheim; Rostock,2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Performance Marketing Manager,found,Performance Marketing Manager,10338424756,Berlin; Lübeck; Meerbusch; Mönchengladbach; Oberursel (Taunus),2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Performance Marketing Masterclass,found,Performance Marketing Masterclass,10338430808,"Dresden; Düsseldorf; Göttingen, Niedersachsen; Hamburg; Köln",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,PPC Marketing - Paid Advertising,found,PPC Marketing - Paid Advertising,10338429570,"Cottbus; Hamburg; München; Nürnberg, Mittelfranken; Teltow",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Search Engine Marketing Expert,found,Search Engine Marketing Expert,10338431852,"Berlin; Bremen; Chemnitz, Sachsen; Hannover; Heidelberg, Neckar",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Creation Experte,found,Social Media Creation Experte,10338428797,Berlin; Duisburg; Esslingen am Neckar; Hamburg; Stuttgart,2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Expert,found,Social Media Expert:in,10338911376,"Bremen; Hamburg; Heidelberg, Neckar; Konstanz; Lübeck",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Grundlagen,found,Social Media Grundlagen,10338422909,Berlin; Frankfurt am Main; Gelsenkirchen; Köln; Magdeburg,2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Marketing Expert,found,Social Media Marketing,10338427203,"Duisburg; Gießen, Lahn; Lüneburg; München",2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,NEU: Social Media Weiterbildung,found,Social Media Weiterbildung,10342368125,Dresden; Hamburg; Hannover; Lübeck,2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,Social Media Relationship Expert:in,missing,,,,,,
2026-06-05,Weiterbildung,WordPress,found,WordPress,10338426557,"Detmold; Dresden; Göttingen, Niedersachsen; Hamburg; Köln",2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,KI- und Online Marketing Weiterbildung,found,KI- und Online Marketing Weiterbildung,10392170202,"Iserlohn; Köln; Landshut, Isar; Nürnberg, Mittelfranken; Offenbach am Main",2026-06-07,UEBER_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Weiterbildung,KI- und Online Marketing Manager,found,KI- und Online Marketing Manager,10392169953,Düsseldorf; Frankfurt am Main; Krefeld; Köln; München,2026-06-07,UEBER_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Coaching,Bewerbungscoaching Advanced,missing,,,,,,
2026-06-05,Coaching,Bewerbungscoaching Basic,missing,,,,,,
2026-06-05,Coaching,E-Commerce-Coaching für Gründer,missing,,,,,,
2026-06-05,Coaching,Existenzgründercoaching (kombiniert),missing,,,,,,
2026-06-05,Coaching,Existenzgründercoaching Advanced,missing,,,,,,
2026-06-05,Coaching,Gründercoaching für das Handwerk,missing,,,,,,
2026-06-05,Coaching,Gründercoaching für Designer & Künstler,missing,,,,,,
2026-06-05,Coaching,Gründercoaching im Beauty & Gesundheitsbereich,missing,,,,,,
2026-06-05,Coaching,Gründercoaching in der Gastronomie,missing,,,,,,
2026-06-05,Coaching,Karrierecoaching Advanced (kombiniert),missing,,,,,,
2026-06-05,Coaching,Karrierecoaching Basic,missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching Advanced (Kombiniert),missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching Basic,missing,,,,,,
2026-06-05,Coaching,Strategie- und Tragfähigkeitscoaching,missing,,,,,,
2026-06-05,Coaching,Businessplan-Coaching,missing,,,,,,
2026-06-05,Coaching,"Coaching für Selbstständige als Coach, Trainer & Berater",missing,,,,,,
2026-06-05,Coaching,Existenzgründercoaching (Präsenz),missing,,,,,,
2026-06-05,Coaching,Karrierecoaching Advanced (Präsenz),missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching Advanced (Präsenz),missing,,,,,,
2026-06-05,Coaching,Bewerbungscoaching für Akademiker,missing,,,,,,
2026-06-05,Coaching,Individuelles Karrierecoaching via Live-Video für Akademiker:innen,missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching,missing,,,,,,
2026-06-05,Coaching,Karrierecoaching für Fach- und Führungskräfte Classic 32,missing,,,,,,
2026-06-05,Coaching,Karrierecoaching für Fach- und Führungskräfte Complete 64,missing,,,,,,
2026-06-05,Coaching,Karrierecoaching für Fach- und Führungskräfte Starter 16,missing,,,,,,
2026-06-05,Coaching,Bewerbungscoaching für Akademiker Classic 32,missing,,,,,,
2026-06-05,Coaching,Bewerbungscoaching für Akademiker Complete 64,missing,,,,,,
2026-06-05,Coaching,Coaching zur Potenzialentfaltung und Potenzialentwicklung Complete 64,missing,,,,,,
2026-06-05,Coaching,Digitalisierungscoaching für den Arbeitsmarkt Complete 64,missing,,,,,,
2026-06-05,Coaching,"Individuelles Bewerbungscoaching ""50 plus"" Complete 64",missing,,,,,,
2026-06-05,Coaching,Individuelles Karrierecoaching Complete 64,missing,,,,,,
2026-06-05,Coaching,Individuelles Karrierecoaching für Berufseinsteiger Complete 64,missing,,,,,,
2026-06-05,Coaching,Individuelles Karrierecoaching für Mütter Complete 64,missing,,,,,,
2026-06-05,Coaching,Individuelles Orientierungscoaching Complete 56,missing,,,,,,
2026-06-05,Coaching,Individuelles Orientierungscoaching Complete 64,missing,,,,,,
2026-06-05,Coaching,Karrierecoaching für Fach- und Führungskräfte Premium 76,missing,,,,,,
2026-06-05,Coaching,Online-Marketing Coaching Complete 56,found,Online Marketing,10349701750,Bonn; Dortmund; Hamburg; Mülheim an der Ruhr,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-05,Coaching,Orientierungscoaching - Neue Perspektiven finden Classic 32,missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching - Neue Perspektiven finden Complete 64,missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching - Neue Perspektiven finden Premium 76,missing,,,,,,
2026-06-05,Coaching,Orientierungscoaching - Neue Perspektiven finden Starter 16,missing,,,,,,
2026-06-05,Coaching,Stressmanagement und Burn-Out Prophylaxe - gelungene Work-Life-Balance Complete 64,missing,,,,,,
2026-06-05,Coaching,Integrations- und Jobcoaching für Fachkräfte mit Migrationshintergrund Classic 40,missing,,,,,,
2026-06-05,Coaching,Integrations- und Jobcoaching für Fachkräfte mit Migrationshintergrund Complete 64,missing,,,,,,
2026-06-05,Coaching,Jobcoaching für Fach- und Führungskräfte Classic 30,missing,,,,,,
2026-06-06,Weiterbildung,Content Creator,found,Content Creator Kurs,10338430255,Dresden; Hamburg; Kiel; Lüneburg; Rostock,2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Content Marketing,found,Content Marketing,10342367601,"Berlin; Bonn; Chemnitz, Sachsen; Hamburg; Offenbach am Main",2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Content Marketing Expert,found,Content Marketing Expert,10338423309,Berlin; Hamburg; Köln; Offenbach am Main,2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Content Marketing Manager,found,Content Marketing Manager,10338911508,Berlin; Hamburg; Krefeld; Köln; München,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Design Thinking & Agile Methoden mit KI,found,Design Thinking & Agile Methoden mit KI,10338436964,Bochum; Hamburg; Koblenz am Rhein; Leipzig; Mülheim an der Ruhr,2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,E-Commerce Shops und E-Commerce Plattformen,missing,,,,,,
2026-06-06,Weiterbildung,E-Commerce Grundlagen,found,E-Commerce Grundlagen,10338432056,"Bonn; Hamburg; Hof, Saale; Köln; Oberhausen, Rheinland",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,eCommerce Manager,found,E-Commerce Manager,10338427523,Braunschweig; Bremen; Hannover; Köln; Lüneburg,2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,E-Commerce Manager,found,E-Commerce Manager,10338427523,Braunschweig; Bremen; Hannover; Köln; Lüneburg,2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Inbound Marketing Experte,found,Inbound Marketing Experte,10338431711,"Aschaffenburg; Berlin; Düsseldorf; Göttingen, Niedersachsen; Mülheim an der Ruhr",2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,KI im Büroalltag – ChatGPT & Co.,found,KI im Büroalltag - ChatGPT & Co.,10338433357,"Freiburg im Breisgau; Hamburg; Karlsruhe, Baden; Köln; Oberursel (Taunus)",2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,KI Manager,found,Datengetriebenes Marketing als KI Manager,10391166704,"Berlin; Chemnitz, Sachsen; Frankfurt am Main; Köln; Stuttgart",,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,KI-Anwendung & Agile Arbeitsmethoden,found,KI-Anwendung & Agile Arbeitsmethoden,10338435970,Bremen; Gummersbach; Hamburg; Neuss; Offenbach am Main,2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,KI-Anwendung & KI-Implementierung,missing,,,,,,
2026-06-06,Weiterbildung,KI-Strategie & KI-Implementierung,missing,,,,,,
2026-06-06,Weiterbildung,KI-Strategie & KI-Implementierung & Agile Methoden,missing,,,,,,
2026-06-06,Weiterbildung,Content Creation mit KI,found,Content Creation mit KI,10338431094,"Frankfurt am Main; Freiburg im Breisgau; Gießen, Lahn; Hannover; Neubrandenburg, Mecklenburg",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Manager,found,Social Media Manager,10340407675,Braunschweig; Hamburg; Köln; Landau in der Pfalz,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Advertising Expert:in,found,Social Media Advertising Expert:in,10338895586,"Dresden; Frankfurt am Main; Neubrandenburg, Mecklenburg",2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Advertising,found,Social Media Advertising,10338895266,"Augsburg, Bayern; Berlin; Gelsenkirchen; Landau in der Pfalz; Neuss",2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Online Marketing,found,Online Marketing,10349701750,Bonn; Dortmund; Hamburg; Mülheim an der Ruhr,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Online Marketing Grundlagen für Marketing Manager,found,Online Marketing Grundlagen für Marketing Manager:in,10338910725,"Berlin; Bonn; Bremen; Landshut, Isar; Meerbusch",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Online Marketing International,found,Online Marketing,10349701750,Bonn; Dortmund; Hamburg; Mülheim an der Ruhr,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Online Marketing Manager,found,Online Marketing Manager,10343394728,Gummersbach; Hamburg; Hannover; Koblenz am Rhein; Leipzig,2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Online Marketing Manager Weiterbildung,found,Online Marketing Manager Weiterbildung,10342368910,Düsseldorf; Hamburg; Jena; Köln,2026-06-07,UEBER_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Performance Marketing Experte,found,Performance Marketing Experte,10338428159,Düsseldorf; Erlangen; Köln; Mannheim; Rostock,2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Performance Marketing Manager,found,Performance Marketing Manager,10338424756,Berlin; Lübeck; Meerbusch; Mönchengladbach; Oberursel (Taunus),2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Performance Marketing Masterclass,found,Performance Marketing Masterclass,10338430808,"Dresden; Düsseldorf; Göttingen, Niedersachsen; Hamburg; Köln",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,PPC Marketing - Paid Advertising,found,PPC Marketing - Paid Advertising,10338429570,"Cottbus; Hamburg; München; Nürnberg, Mittelfranken; Teltow",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Search Engine Marketing Expert,found,Search Engine Marketing Expert,10338431852,"Berlin; Bremen; Chemnitz, Sachsen; Hannover; Heidelberg, Neckar",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Creation Experte,found,Social Media Creation Experte,10338428797,Berlin; Duisburg; Esslingen am Neckar; Hamburg; Stuttgart,2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Expert,found,Social Media Expert:in,10338911376,"Bremen; Hamburg; Heidelberg, Neckar; Konstanz; Lübeck",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Grundlagen,found,Social Media Grundlagen,10338422909,Berlin; Frankfurt am Main; Gelsenkirchen; Köln; Magdeburg,2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Marketing Expert,found,Social Media Marketing,10338427203,"Duisburg; Gießen, Lahn; Lüneburg; München",2026-06-07,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,NEU: Social Media Weiterbildung,found,Social Media Weiterbildung,10342368125,Dresden; Hamburg; Hannover; Lübeck,2026-06-07,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,Social Media Relationship Expert:in,missing,,,,,,
2026-06-06,Weiterbildung,WordPress,found,WordPress,10338426557,"Detmold; Dresden; Göttingen, Niedersachsen; Hamburg; Köln",2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,KI- und Online Marketing Weiterbildung,found,KI- und Online Marketing Weiterbildung,10392170202,"Iserlohn; Köln; Landshut, Isar; Nürnberg, Mittelfranken; Offenbach am Main",2026-06-07,UEBER_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Weiterbildung,KI- und Online Marketing Manager,found,KI- und Online Marketing Manager,10392169953,Düsseldorf; Frankfurt am Main; Krefeld; Köln; München,2026-06-07,UEBER_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Coaching,Bewerbungscoaching Advanced,missing,,,,,,
2026-06-06,Coaching,Bewerbungscoaching Basic,missing,,,,,,
2026-06-06,Coaching,E-Commerce-Coaching für Gründer,missing,,,,,,
2026-06-06,Coaching,Existenzgründercoaching (kombiniert),missing,,,,,,
2026-06-06,Coaching,Existenzgründercoaching Advanced,missing,,,,,,
2026-06-06,Coaching,Gründercoaching für das Handwerk,missing,,,,,,
2026-06-06,Coaching,Gründercoaching für Designer & Künstler,missing,,,,,,
2026-06-06,Coaching,Gründercoaching im Beauty & Gesundheitsbereich,missing,,,,,,
2026-06-06,Coaching,Gründercoaching in der Gastronomie,missing,,,,,,
2026-06-06,Coaching,Karrierecoaching Advanced (kombiniert),missing,,,,,,
2026-06-06,Coaching,Karrierecoaching Basic,missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching Advanced (Kombiniert),missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching Basic,missing,,,,,,
2026-06-06,Coaching,Strategie- und Tragfähigkeitscoaching,missing,,,,,,
2026-06-06,Coaching,Businessplan-Coaching,missing,,,,,,
2026-06-06,Coaching,"Coaching für Selbstständige als Coach, Trainer & Berater",missing,,,,,,
2026-06-06,Coaching,Existenzgründercoaching (Präsenz),missing,,,,,,
2026-06-06,Coaching,Karrierecoaching Advanced (Präsenz),missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching Advanced (Präsenz),missing,,,,,,
2026-06-06,Coaching,Bewerbungscoaching für Akademiker,missing,,,,,,
2026-06-06,Coaching,Individuelles Karrierecoaching via Live-Video für Akademiker:innen,missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching,missing,,,,,,
2026-06-06,Coaching,Karrierecoaching für Fach- und Führungskräfte Classic 32,missing,,,,,,
2026-06-06,Coaching,Karrierecoaching für Fach- und Führungskräfte Complete 64,missing,,,,,,
2026-06-06,Coaching,Karrierecoaching für Fach- und Führungskräfte Starter 16,missing,,,,,,
2026-06-06,Coaching,Bewerbungscoaching für Akademiker Classic 32,missing,,,,,,
2026-06-06,Coaching,Bewerbungscoaching für Akademiker Complete 64,missing,,,,,,
2026-06-06,Coaching,Coaching zur Potenzialentfaltung und Potenzialentwicklung Complete 64,missing,,,,,,
2026-06-06,Coaching,Digitalisierungscoaching für den Arbeitsmarkt Complete 64,missing,,,,,,
2026-06-06,Coaching,"Individuelles Bewerbungscoaching ""50 plus"" Complete 64",missing,,,,,,
2026-06-06,Coaching,Individuelles Karrierecoaching Complete 64,missing,,,,,,
2026-06-06,Coaching,Individuelles Karrierecoaching für Berufseinsteiger Complete 64,missing,,,,,,
2026-06-06,Coaching,Individuelles Karrierecoaching für Mütter Complete 64,missing,,,,,,
2026-06-06,Coaching,Individuelles Orientierungscoaching Complete 56,missing,,,,,,
2026-06-06,Coaching,Individuelles Orientierungscoaching Complete 64,missing,,,,,,
2026-06-06,Coaching,Karrierecoaching für Fach- und Führungskräfte Premium 76,missing,,,,,,
2026-06-06,Coaching,Online-Marketing Coaching Complete 56,found,Online Marketing,10349701750,Bonn; Dortmund; Hamburg; Mülheim an der Ruhr,2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-06,Coaching,Orientierungscoaching - Neue Perspektiven finden Classic 32,missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching - Neue Perspektiven finden Complete 64,missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching - Neue Perspektiven finden Premium 76,missing,,,,,,
2026-06-06,Coaching,Orientierungscoaching - Neue Perspektiven finden Starter 16,missing,,,,,,
2026-06-06,Coaching,Stressmanagement und Burn-Out Prophylaxe - gelungene Work-Life-Balance Complete 64,missing,,,,,,
2026-06-06,Coaching,Integrations- und Jobcoaching für Fachkräfte mit Migrationshintergrund Classic 40,missing,,,,,,
2026-06-06,Coaching,Integrations- und Jobcoaching für Fachkräfte mit Migrationshintergrund Complete 64,missing,,,,,,
2026-06-06,Coaching,Jobcoaching für Fach- und Führungskräfte Classic 30,missing,,,,,,
2026-06-07,Weiterbildung,Content Creator,found,Content Creator Kurs,10338430255,"Hannover; Heilbronn, Neckar; Kiel; Köln; München",2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,Content Marketing,found,Content Marketing,10342367601,"Hamburg; Mainz am Rhein; München; Nürnberg, Mittelfranken; Stuttgart",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,Content Marketing Expert,found,Content Marketing Expert,10338423309,"Dresden; Essen, Ruhr; Koblenz am Rhein; Köln",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,Content Marketing Manager,found,Content Marketing Manager,10338911508,"Berlin; Freiburg im Breisgau; Koblenz am Rhein; Landshut, Isar; Magdeburg",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,Design Thinking & Agile Methoden mit KI,found,Design Thinking & Agile Methoden mit KI,10338436964,Bonn; Düsseldorf; Freiburg im Breisgau; Hannover; Wuppertal,2026-07-05,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,E-Commerce Shops und E-Commerce Plattformen,missing,,,,,,
2026-06-07,Weiterbildung,E-Commerce Grundlagen,found,E-Commerce Grundlagen,10338432056,"Braunschweig; Hamburg; Landshut, Isar; Mönchengladbach; Offenbach am Main",2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,eCommerce Manager,found,E-Commerce Manager,10338427523,"Berlin; Hannover; Heidelberg, Neckar; Karlsruhe, Baden; Köln",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,E-Commerce Manager,found,E-Commerce Manager,10338427523,"Berlin; Hannover; Heidelberg, Neckar; Karlsruhe, Baden; Köln",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,Inbound Marketing Experte,found,Inbound Marketing Experte,10338431711,"Augsburg, Bayern; Gelsenkirchen; Hamburg; Neubrandenburg, Mecklenburg; Offenbach am Main",2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,KI im Büroalltag – ChatGPT & Co.,found,KI im Büroalltag - ChatGPT & Co.,10338433357,"Augsburg, Bayern; Bonn; Gelsenkirchen; Göttingen, Niedersachsen; Mainz am Rhein",2026-06-21,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,KI Manager,found,Datengetriebenes Marketing als KI Manager,10391166704,Cottbus; Hamburg; Neuss; Stuttgart,,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,KI-Anwendung & Agile Arbeitsmethoden,found,KI-Anwendung & Agile Arbeitsmethoden,10338435970,Detmold; Hamburg; Köln; Leipzig; München,2026-06-28,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,KI-Anwendung & KI-Implementierung,missing,,,,,,
2026-06-07,Weiterbildung,KI-Strategie & KI-Implementierung,missing,,,,,,
2026-06-07,Weiterbildung,KI-Strategie & KI-Implementierung & Agile Methoden,missing,,,,,,
2026-06-07,Weiterbildung,Content Creation mit KI,found,Content Creation mit KI,10338431094,Düsseldorf; Köln; Lübeck; Stuttgart,2026-06-14,UEBER_1000_BIS_5000_EUR,BERUFLICHE_QUALIFIZIERUNG
2026-06-07,Weiterbildung,Social Media Manager,found,Social Media Manager,10340407675,"Berlin; Bremen; Esslingen am Neckar; Köln; Münster, Westfalen",2026-06-14,UEBER_5000_BIS_10000_EUR,BERUFLICHE_QUALIFIZIERUNG
